,restaurant_name,restaurant_url,dish_category_title,dish_name,dish_description,original_price,discounted_price,image_url
126,gfive-corner,https://www.foodpanda.my/restaurant/q9kd/gfive-corner,Minuman,Nescafe,Dish Description not available,MYR2.70,N/A,N/A
127,gfive-corner,https://www.foodpanda.my/restaurant/q9kd/gfive-corner,Minuman,Oren Bancuh,Dish Description not available,MYR2.20,N/A,N/A
128,gfive-corner,https://www.foodpanda.my/restaurant/q9kd/gfive-corner,Minuman,Sirap,Dish Description not available,MYR1.70,N/A,N/A
129,gfive-corner,https://www.foodpanda.my/restaurant/q9kd/gfive-corner,Minuman,Teh,Dish Description not available,MYR1.70,N/A,N/A
130,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Nasi,Nasi Jagung,Dish Description not available,MYR2.00,N/A,N/A
131,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Nasi,Nasi Putih,Dish Description not available,MYR2.00,N/A,N/A
132,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Lauk-pauk,Ayam Goreng Berempah,Dish Description not available,MYR6.50,N/A,N/A
133,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Lauk-pauk,Ayam Kampung Black Pepper,1/4 chicken for 2 pax,MYR16.50,N/A,N/A
134,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Lauk-pauk,Ayam Masak Merah,Dish Description not available,MYR6.50,N/A,N/A
135,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Lauk-pauk,Daging Kurma,Dish Description not available,MYR5.00,N/A,N/A
136,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Lauk-pauk,Daging Masala,Dish Description not available,MYR5.00,N/A,N/A
137,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Lauk-pauk,Dalca,Dish Description not available,MYR5.00,N/A,N/A
138,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Lauk-pauk,Gulai Ikan Bawal,Dish Description not available,MYR6.50,N/A,N/A
139,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Lauk-pauk,Gulai Kambing,Dish Description not available,MYR9.50,N/A,N/A
140,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Lauk-pauk,Ikan Bawal Goreng Berempah,Dish Description not available,MYR6.50,N/A,N/A
141,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Lauk-pauk,Sambal Sotong,Dish Description not available,MYR6.00,N/A,N/A
142,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Add Ons,Acar Timun,Dish Description not available,MYR1.50,N/A,N/A
143,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Add Ons,Telur Rebus Sebiji,Dish Description not available,MYR1.50,N/A,N/A
144,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Minuman,Iced Lemon Soda,Dish Description not available,MYR2.70,N/A,N/A
145,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Minuman,Iced Lemon Tea,Dish Description not available,MYR2.70,N/A,N/A
146,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Minuman,Milo Ais,Dish Description not available,MYR2.70,N/A,N/A
147,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Minuman,Sirap Ais,Dish Description not available,MYR1.70,N/A,N/A
148,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Minuman,Teh Ais,Dish Description not available,MYR2.20,N/A,N/A
149,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Minuman,Teh O Ais,Dish Description not available,MYR2.00,N/A,N/A
150,yusof-jan-nasi-jagung-changlun,https://www.foodpanda.my/restaurant/q9nd/yusof-jan-nasi-jagung-changlun,Minuman,Teh O Ais Limau,Dish Description not available,MYR2.20,N/A,N/A
151,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,A La Carte,Bihun Sup,Dish Description not available,MYR6.50,N/A,N/A
152,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,A La Carte,Mee Sup,Dish Description not available,MYR6.50,N/A,N/A
153,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,A La Carte,Kuey Teow Sup,Dish Description not available,MYR6.50,N/A,N/A
154,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,A La Carte,Moi Sup,Dish Description not available,MYR6.50,N/A,N/A
155,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,A La Carte,Nasi Sup,Dish Description not available,MYR9.00,N/A,N/A
156,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,A La Carte,Nasi Ayam Tiga Rasa,Dish Description not available,MYR6.50,N/A,N/A
157,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,A La Carte,Sup Daging,Dish Description not available,MYR6.00,N/A,N/A
158,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,A La Carte,Sup Campur,Dish Description not available,MYR9.00,N/A,N/A
159,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,Special Menu,Special Bihun Sup,Dish Description not available,MYR9.00,N/A,N/A
160,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,Special Menu,Special Mee Sup,Dish Description not available,MYR9.00,N/A,N/A
161,bihun-sup-kedah-1,https://www.foodpanda.my/restaurant/r0sa/bihun-sup-kedah-1,Special Menu,Special Kuey Teow Sup,Dish Description not available,MYR9.00,N/A,N/A
